sensitivity,outcome,scenario,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
stress_budget,forced_sale_proceeds,0.1,0,0,100,0,0,0,0,0,0
stress_budget,forced_sale_proceeds,0.1,0,1,100,0,0,0,0,0,0
stress_budget,forced_sale_proceeds,0.1,0,2,100,0,0,0,0,0,0
stress_budget,forced_sale_proceeds,0.1,1,0,100,0.000523815350857,2.63999731134e-05,0.000474719928142,0.000577638469931,0.000461864462641,0.000585766239074
stress_budget,forced_sale_proceeds,0.1,1,1,100,0.000523815350857,2.63999731134e-05,0.000474719928142,0.000577638469931,0.000461864462641,0.000585766239074
stress_budget,forced_sale_proceeds,0.1,1,2,100,0.000523815350857,2.63999731134e-05,0.000474719928142,0.000577638469931,0.000461864462641,0.000585766239074
stress_budget,forced_sale_proceeds,0.1,2,0,100,0.0138185274365,0.000232727532868,0.0133519564239,0.0142858437888,0.0132724027373,0.0143646521356
stress_budget,forced_sale_proceeds,0.1,2,1,100,0.0138185274365,0.000232727532868,0.0133519564239,0.0142858437888,0.0132724027373,0.0143646521356
stress_budget,forced_sale_proceeds,0.1,2,2,100,0.0138185274365,0.000232727532868,0.0133519564239,0.0142858437888,0.0132724027373,0.0143646521356
stress_budget,forced_sale_proceeds,0.15,0,0,100,0,0,0,0,0,0
stress_budget,forced_sale_proceeds,0.15,0,1,100,0,0,0,0,0,0
stress_budget,forced_sale_proceeds,0.15,0,2,100,0,0,0,0,0,0
stress_budget,forced_sale_proceeds,0.15,1,0,100,0.0046557397713,0.000114102443299,0.00444084615704,0.00488538029116,0.00438798390353,0.00492349563906
stress_budget,forced_sale_proceeds,0.15,1,1,100,0.0046557397713,0.000114102443299,0.00444084615704,0.00488538029116,0.00438798390353,0.00492349563906
stress_budget,forced_sale_proceeds,0.15,1,2,100,0.0046557397713,0.000114102443299,0.00444084615704,0.00488538029116,0.00438798390353,0.00492349563906
stress_budget,forced_sale_proceeds,0.15,2,0,100,0.0461342398557,0.000415643960081,0.0452987285805,0.0469397181059,0.0451588785401,0.0471096011713
stress_budget,forced_sale_proceeds,0.15,2,1,100,0.0461342398557,0.000415643960081,0.0452987285805,0.0469397181059,0.0451588785401,0.0471096011713
stress_budget,forced_sale_proceeds,0.15,2,2,100,0.0461342398557,0.000415643960081,0.0452987285805,0.0469397181059,0.0451588785401,0.0471096011713
stress_budget,forced_sale_proceeds,0.3,0,0,100,0,0,0,0,0,0
stress_budget,forced_sale_proceeds,0.3,0,1,100,0,0,0,0,0,0
stress_budget,forced_sale_proceeds,0.3,0,2,100,0,0,0,0,0,0
stress_budget,forced_sale_proceeds,0.3,1,0,100,0.0461342398557,0.000415643960081,0.0452987285805,0.0469397181059,0.0451588785401,0.0471096011713
stress_budget,forced_sale_proceeds,0.3,1,1,100,0.0461342398557,0.000415643960081,0.0452987285805,0.0469397181059,0.0451588785401,0.0471096011713
stress_budget,forced_sale_proceeds,0.3,1,2,100,0.0461342398557,0.000415643960081,0.0452987285805,0.0469397181059,0.0451588785401,0.0471096011713
stress_budget,forced_sale_proceeds,0.3,2,0,100,0.190067098762,0.000648328659092,0.188758534714,0.191329773268,0.188545713263,0.191588484262
stress_budget,forced_sale_proceeds,0.3,2,1,100,0.190067098762,0.000648328659092,0.188758534714,0.191329773268,0.188545713263,0.191588484262
stress_budget,forced_sale_proceeds,0.3,2,2,100,0.190067098762,0.000648328659092,0.188758534714,0.191329773268,0.188545713263,0.191588484262
stress_budget,exit_risk,0.1,0,0,100,0,0,0,0,0,0
stress_budget,exit_risk,0.1,0,1,100,0,0,0,0,0,0
stress_budget,exit_risk,0.1,0,2,100,0,0,0,0,0,0
stress_budget,exit_risk,0.1,1,0,100,0,0,0,0,0,0
stress_budget,exit_risk,0.1,1,1,100,0,0,0,0,0,0
