sensitivity,outcome,family,estimand_id,scenario,reference_scenario,transition,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_difference,funding_minus_market_1_to_2,0.1,,1_to_2,,,100,-0.0506420562931,0.00332428765755,-0.0571025145473,-0.044183783024,-0.0572312052968,-0.0440529072893
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_difference,funding_minus_market_0_to_1,0.15,,0_to_1,,,100,-0.0786418319026,0.00504475740481,-0.0884034094064,-0.0688685635016,-0.0886411645874,-0.0686424992178
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_difference,funding_minus_market_1_to_2,0.15,,1_to_2,,,100,-0.072110835551,0.00492970466964,-0.0816610346682,-0.062507730591,-0.0818821194948,-0.0623395516073
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_difference,funding_minus_market_0_to_1,0.3,,0_to_1,,,100,-0.149865396219,0.00991441053299,-0.169107427401,-0.13065091443,-0.16951698327,-0.130213809168
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_difference,funding_minus_market_1_to_2,0.3,,1_to_2,,,100,-0.134015866107,0.00952786205257,-0.152358199573,-0.115660703366,-0.152901266294,-0.115130465919
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,funding_0_to_1,0.1,,0_to_1,,,100,9.79280046484e-05,4.85609214758e-06,8.86411050157e-05,0.00010738536988,8.55769353493e-05,0.000110279073947
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,market_0_to_1,0.1,,0_to_1,,,100,0.0530431270383,0.00331479681343,0.0464505936951,0.0593903432467,0.0446122151218,0.0614740389549
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,funding_1_to_2,0.1,,1_to_2,,,100,0.00245833345898,3.93198828421e-05,0.00238009869739,0.00253806332318,0.00235832658451,0.00255834033344
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,market_1_to_2,0.1,,1_to_2,,,100,0.053100389752,0.00325536289634,0.0466165450857,0.0593312682469,0.0448206430948,0.0613801364093
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,funding_0_to_1,0.15,,0_to_1,,,100,0.000862432936474,2.094115396e-05,0.000822986751087,0.000904459821102,0.000809170840966,0.000915695031983
