sensitivity,outcome,scenario,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
high_impact,market_value_loss,0.15,0,2,100,0.163451814952,0.008297479932,0.147689022996,0.180396816191,0.147019068252,0.179884561652
high_impact,market_value_loss,0.15,1,0,100,0,0,0,0,0,0
high_impact,market_value_loss,0.15,1,1,100,0.0819169477563,0.00425008176532,0.0738684499104,0.0906667705034,0.0734998720084,0.0903340235041
high_impact,market_value_loss,0.15,1,2,100,0.163394001213,0.0082948081476,0.14763552716,0.180335068761,0.14696654585,0.179821456577
high_impact,market_value_loss,0.15,2,0,100,0,0,0,0,0,0
high_impact,market_value_loss,0.15,2,1,100,0.0815019420223,0.00422952797917,0.0734883659022,0.0901995270497,0.0731255720266,0.089878312018
high_impact,market_value_loss,0.15,2,2,100,0.162554635387,0.00825360601629,0.146852509446,0.179456175041,0.146208778797,0.178900491977
high_impact,market_value_loss,0.3,0,0,100,0,0,0,0,0,0
high_impact,market_value_loss,0.3,0,1,100,0.0819454469653,0.00425140752634,0.0738940100634,0.0906969533229,0.0735257456137,0.0903651483169
high_impact,market_value_loss,0.3,0,2,100,0.163451814952,0.008297479932,0.147689022996,0.180396816191,0.147019068252,0.179884561652
high_impact,market_value_loss,0.3,1,0,100,0,0,0,0,0,0
high_impact,market_value_loss,0.3,1,1,100,0.081913230345,0.00424990895494,0.0738651158679,0.0906627239862,0.0734964968395,0.0903299638504
high_impact,market_value_loss,0.3,1,2,100,0.163386460032,0.00829445989512,0.14762874559,0.180328257945,0.146959694365,0.179813225699
high_impact,market_value_loss,0.3,2,0,100,0,0,0,0,0,0
high_impact,market_value_loss,0.3,2,1,100,0.0814440810627,0.00422668669214,0.0734346377283,0.0901334142632,0.0730733380948,0.0898148240305
high_impact,market_value_loss,0.3,2,2,100,0.162437585816,0.00824790954469,0.146743625875,0.179337177858,0.146103010805,0.178772160827
high_impact,fire_sale_value_loss,0.15,0,0,100,0,0,0,0,0,0
high_impact,fire_sale_value_loss,0.15,0,1,100,0,0,0,0,0,0
